client_id,account_number,num_trades,total_volume,partner_id,bank_id,bank_name,entity_name,is_in_fraud_ring
C_001640,80DFF8490,1,6591.29,P_0045,210829,Slovakia Bank #442,Partnership #24209,True
C_001641,80E012220,1,11838.18,P_0036,1412,First Bank of Indianapolis,Sole Proprietorship #17514,True
C_001642,80E107100,1,8.22,P_0190,128121,Desert Bank,Partnership #15537,False
C_001643,80E16D0B0,1,7413.71,P_0149,13917,Bank of Laramie,Sole Proprietorship #4989,True
C_001644,80E2C5A90,1,0.02,P_0155,33138,Bank of Detroit,Corporation #51854,False
C_001645,80E35A3D0,1,13430.77,P_0019,132923,Bank of Los Angeles,Partnership #18828,True
C_001646,80E35D820,1,4852.07,P_0011,111443,Hearthstone Credit Union,Sole Proprietorship #48153,True
C_001647,80E40C5F0,1,5681.73,P_0074,21745,Austria Bank #2,Corporation #54042,True
C_001648,80E41BB70,1,5223.38,P_0043,113060,Italy Bank #262,Partnership #28502,True
C_001649,80E446440,1,2093.55,P_0062,116,Switzerland Bank #9,Sole Proprietorship #36680,True
C_001650,80E45CEA0,1,149.94,P_0036,18067,China Bank #4,Sole Proprietorship #1261,True
C_001651,80E46D0B0,1,129.93,P_0166,340085,Switzerland Bank #987,Partnership #40429,False
C_001652,80E50A610,1,7822.5,P_0083,117,Switzerland Bank #10,Corporation #34854,True
C_001653,80E5631C0,1,76677.3,P_0168,310116,Japan Bank #154,Corporation #37634,False
C_001654,80E58F320,1,7421.67,P_0015,11642,First Bank of New Orleans,Corporation #15879,True
C_001655,80E5ABE40,1,322.03,P_0166,337540,Switzerland Bank #954,Corporation #34854,False
C_001656,80E5C5420,1,142.25,P_0160,138395,Switzerland Bank #5,Sole Proprietorship #17115,True
C_001657,80E5DB120,1,26007.1,P_0199,118,Switzerland Bank #8,Sole Proprietorship #36725,True
C_001658,80E5DBE80,1,19020.39,P_0138,238845,Switzerland Bank #0,Corporation #34980,True
C_001659,80E62A630,1,10068.92,P_0161,239604,Switzerland Bank #16,Partnership #48927,True
C_001660,80E6A81F0,1,11582.87,P_0129,1457,National Bank of Helena,Partnership #52595,True
C_001661,80E6B1A90,1,16865.15,P_0154,22806,Germany Bank #160,Corporation #51554,True
C_001662,80E6BBF00,1,18025.7,P_0088,32464,Bank of Cleveland,Partnership #19011,True
C_001663,80E6CA8D0,1,4705.67,P_0007,13649,China Bank #303,Partnership #30446,True
C_001664,80E6D9750,1,25705.52,P_0112,19818,China Bank #64,Corporation #28874,False
C_001665,80E6DAC40,1,8559.5,P_0112,112078,China Bank #76,Partnership #31283,False
C_001666,80E6DCAB0,1,1426.54,P_0099,330114,China Bank #1030,Corporation #46468,False
C_001667,80E6E9840,1,16264.8,P_0148,33389,First Bank of Columbus,Corporation #5901,True
C_001668,80E715C90,1,6075.17,P_0112,19477,China Bank #41,Partnership #30401,False
C_001669,80E716180,1,33119.15,P_0112,18135,China Bank #310,Partnership #42127,False
C_001670,80E718000,1,21179.63,P_0112,19740,China Bank #16,Corporation #28812,False
C_001671,80E7180F0,1,4387.4,P_0112,8248,China Bank #39,Corporation #28765,False
C_001672,80E719790,1,2419.33,P_0112,230230,China Bank #58,Corporation #28927,False
C_001673,80E719F00,1,33474.44,P_0112,34828,Savings Bank of Denver,Partnership #39221,False
C_001674,80E72DC60,1,12588.2,P_0104,9571,China Bank #65,Corporation #39613,True
C_001675,80E75B310,1,3500.71,P_0155,38672,Desert Bank,Partnership #7337,False
C_001676,80E7D5AB0,1,3281.94,P_0104,138335,Switzerland Bank #31,Partnership #43101,True
C_001677,80E87FCD0,2,316.52,P_0166,337602,Switzerland Bank #924,Partnership #36960,False
C_001678,80E94FA80,1,35000.62,P_0149,112,Switzerland Bank #11,Partnership #36960,False
C_001679,80E97FA80,1,190.93,P_0007,116,Switzerland Bank #9,Partnership #46435,True
C_001680,80EACBC50,1,65.75,P_0117,339903,Switzerland Bank #1003,Partnership #37692,False
C_001681,80EADC270,1,109.18,P_0166,339686,Switzerland Bank #1096,Partnership #36960,False
C_001682,80EB17430,1,465.13,P_0056,325502,Greece Bank #4060,Sole Proprietorship #27995,False
C_001683,80EB1E930,1,17.44,P_0039,139342,Switzerland Bank #51,Corporation #2477,True
C_001684,80EB726B0,1,6020.12,P_0045,116,Switzerland Bank #9,Corporation #34856,True
C_001685,80EBD2960,1,186.17,P_0056,325351,Germany Bank #5911,Corporation #20535,False
C_001686,80EBE2F00,1,14746.07,P_0110,10441,Germany Bank #133,Corporation #25030,True
C_001687,80EBF1580,1,15015.53,P_0077,111326,Netherlands Bank #29,Corporation #22516,True
C_001688,80EC7E760,1,10129.71,P_0062,215841,First Bank of Pittsburgh,Corporation #1110,True
C_001689,80EC9C290,1,439.37,P_0166,337851,Switzerland Bank #1262,Partnership #37692,False
C_001690,80ECEABA0,1,6934.48,P_0062,12803,National Bank of Milford,Corporation #14533,True
C_001691,80ECF4060,1,8240.73,P_0160,3335,Spain Bank #450,Corporation #26222,True
C_001692,80ED72BA0,1,782.47,P_0114,15964,Spain Bank #208,Corporation #20910,True
C_001693,80ED75AC0,1,14619.24,P_0039,26463,Germany Bank #286,Partnership #28196,True
C_001694,80EDAE1B0,1,583.81,P_0179,40312,Switzerland Bank #248,Sole Proprietorship #44844,False
C_001695,80EE582B0,1,9468.26,P_0133,40064,Bank of Providence,Corporation #5693,True
C_001696,80EEF58C0,1,32140.02,P_0119,139828,Switzerland Bank #35,Sole Proprietorship #36635,False
C_001697,80EEF5A50,1,14.02,P_0119,139828,Switzerland Bank #35,Sole Proprietorship #36904,False
C_001698,80EEFF9E0,1,4118.9,P_0119,139819,Switzerland Bank #216,Corporation #35749,False
C_001699,80EF023F0,1,39055.24,P_0119,39775,Switzerland Bank #32,Corporation #34854,False
C_001700,80EF02E40,1,2342.83,P_0119,39668,Switzerland Bank #36,Partnership #37692,False
C_001701,80EF02F30,1,2756.52,P_0119,139819,Switzerland Bank #216,Sole Proprietorship #36724,False
C_001702,80EF04940,1,17720.61,P_0119,116,Switzerland Bank #9,Partnership #36960,False
C_001703,80EF052A0,1,2677.26,P_0119,139828,Switzerland Bank #35,Partnership #36960,False
C_001704,80EF49640,1,3570.76,P_0007,13649,China Bank #303,Corporation #54284,True
C_001705,80EF6EAA0,1,78284547.86,P_0106,120193,China Bank #33,Partnership #9456,True
C_001706,80EF96640,1,6349.41,P_0092,18097,China Bank #8,Sole Proprietorship #29352,True
C_001707,80EFACF30,1,7850.99,P_0002,19593,China Bank #59,Sole Proprietorship #30258,True
C_001708,80EFDDBB0,1,16418.79,P_0106,222965,China Bank #358,Sole Proprietorship #30176,True
C_001709,80F01B390,1,10627.58,P_0120,241121,Switzerland Bank #53,Partnership #37280,True
C_001710,80F063680,1,19243.88,P_0077,239604,Switzerland Bank #16,Sole Proprietorship #52902,True
C_001711,80F10D150,1,2132.12,P_0008,39556,Switzerland Bank #3,Corporation #35319,False
C_001712,80F10F3B0,1,4126.33,P_0008,139793,Switzerland Bank #170,Partnership #36960,False
C_001713,80F1164A0,1,29177.07,P_0008,139793,Switzerland Bank #170,Corporation #34854,False
C_001714,80F118FD0,1,3405.47,P_0008,140754,Switzerland Bank #46,Corporation #34854,False
C_001715,80F11B580,1,3396.24,P_0008,138395,Switzerland Bank #5,Corporation #35001,False
C_001716,80F11E7B0,1,1234.09,P_0008,140304,Switzerland Bank #284,Partnership #36960,False
C_001717,80F137800,1,663.02,P_0166,340597,Switzerland Bank #1249,Corporation #34854,False
C_001718,80F13D910,1,10582.25,P_0043,220271,Plateau Community Bank,Corporation #2689,True
C_001719,80F14B070,1,2867.13,P_0008,139298,Switzerland Bank #21,Corporation #34854,False
C_001720,80F154640,1,3554.22,P_0008,138395,Switzerland Bank #5,Corporation #34854,False
C_001721,80F181A50,1,3369.09,P_0149,138335,Switzerland Bank #31,Partnership #37338,True
C_001722,80F18F9D0,1,236.74,P_0185,39721,Switzerland Bank #39,Corporation #35060,True
C_001723,80F1B4940,1,6093.78,P_0185,212,UK Bank #7,Partnership #21667,True
C_001724,80F1E0120,1,10840.57,P_0154,25075,National Bank of Harrisburg,Partnership #17361,True
C_001725,80F1F4BD0,1,12641.75,P_0074,39668,Switzerland Bank #36,Corporation #34854,True
C_001726,80F21C090,1,776.37,P_0166,340604,Switzerland Bank #1221,Partnership #37692,False
C_001727,80F224D00,1,15320.0,P_0045,39775,Switzerland Bank #32,Partnership #16112,True
C_001728,80F363750,1,13609.29,P_0148,232259,Germany Bank #1088,Corporation #20257,True
C_001729,80F441010,1,574.87,P_0166,341753,Switzerland Bank #1387,Sole Proprietorship #47456,False
C_001730,80F461EE0,1,1182.72,P_0147,40404,Switzerland Bank #48,Corporation #35443,False
C_001731,80F471D00,1,2764.05,P_0147,240774,Switzerland Bank #44,Partnership #36960,False
C_001732,80F4728D0,2,4861.03,P_0147,241079,Switzerland Bank #82,Corporation #34854,False
C_001733,80F472E20,1,3352.59,P_0147,239692,Switzerland Bank #25,Corporation #34854,False
C_001734,80F4787D0,1,2393.45,P_0147,38478,Switzerland Bank #22,Partnership #36960,False
C_001735,80F4822A0,1,2894.6,P_0147,39678,Switzerland Bank #112,Corporation #34854,False
C_001736,80F4823E0,1,1555.1,P_0147,240304,Switzerland Bank #65,Partnership #37692,False
C_001737,80F484A30,1,1765.51,P_0147,41407,Switzerland Bank #50,Corporation #34854,False
C_001738,80F484D50,1,502.74,P_0147,41089,Switzerland Bank #18,Partnership #40429,False
C_001739,80F485FF0,1,3916.92,P_0147,241121,Switzerland Bank #53,Partnership #37691,False
C_001740,80F4860E0,1,1585.21,P_0147,138335,Switzerland Bank #31,Corporation #34854,False
C_001741,80F499130,1,2838.63,P_0162,238845,Switzerland Bank #0,Corporation #35118,True
C_001742,80F499820,1,514.26,P_0162,41578,Switzerland Bank #72,Partnership #37692,False
C_001743,80F49A360,1,3903.19,P_0162,139828,Switzerland Bank #35,Partnership #36960,False
C_001744,80F49AD40,1,700.33,P_0162,240229,Switzerland Bank #1,Corporation #34854,False
C_001745,80F49CCB0,1,2155.79,P_0162,239692,Switzerland Bank #25,Corporation #34854,False
C_001746,80F4A0B70,1,1653.78,P_0162,41148,Switzerland Bank #193,Partnership #36960,False
C_001747,80F4A10F0,1,4224.93,P_0162,140754,Switzerland Bank #46,Corporation #34854,False
C_001748,80F4A1C20,1,1133.71,P_0162,240018,Switzerland Bank #26,Partnership #36960,False
C_001749,80F4A2460,1,2596.48,P_0162,241636,Switzerland Bank #45,Corporation #34854,False
C_001750,80F4A5B80,1,3315.86,P_0162,41165,Switzerland Bank #42,Partnership #37234,False
C_001751,80F4A6680,1,184.9,P_0162,239453,Switzerland Bank #29,Corporation #34854,False
C_001752,80F4D47F0,1,168.18,P_0166,341783,Switzerland Bank #1302,Corporation #34854,False
C_001753,80F500E60,1,315.76,P_0166,338688,Switzerland Bank #1159,Corporation #35797,False
C_001754,80F509740,1,920.59,P_0132,239692,Switzerland Bank #25,Corporation #35487,False
C_001755,80F5159E0,1,4332.83,P_0132,139298,Switzerland Bank #21,Partnership #36960,False
C_001756,80F52CD80,1,930.32,P_0132,241121,Switzerland Bank #53,Partnership #36960,False
C_001757,80F52D870,1,2566.37,P_0132,139298,Switzerland Bank #21,Corporation #34854,False
C_001758,80F52D960,1,3088.17,P_0132,41578,Switzerland Bank #72,Partnership #37692,False
C_001759,80F5319E0,1,1223.73,P_0132,141166,Switzerland Bank #171,Corporation #34854,False
C_001760,80F5322D0,1,803.47,P_0132,240304,Switzerland Bank #65,Corporation #34854,False
C_001761,80F535040,1,564.83,P_0166,341916,Switzerland Bank #1150,Sole Proprietorship #37051,False
C_001762,80F5407F0,1,1410.79,P_0132,41148,Switzerland Bank #193,Corporation #34854,False
C_001763,80F542950,1,6776.27,P_0074,240304,Switzerland Bank #65,Sole Proprietorship #21697,True
C_001764,80F56A4D0,1,3669.51,P_0179,140945,Switzerland Bank #47,Sole Proprietorship #37166,False
C_001765,80F56EE40,1,3294.17,P_0179,41407,Switzerland Bank #50,Corporation #34909,False
C_001766,80F574900,1,2444.33,P_0179,141486,Switzerland Bank #24,Corporation #34854,False
C_001767,80F5862B0,1,871.01,P_0179,138395,Switzerland Bank #5,Corporation #34854,False
C_001768,80F587A20,1,3826.81,P_0179,141486,Switzerland Bank #24,Corporation #34854,False
C_001769,80F588EF0,1,2474.25,P_0179,141511,Switzerland Bank #119,Corporation #34854,False
C_001770,80F5D4A80,1,10427.17,P_0077,241636,Switzerland Bank #45,Sole Proprietorship #615,True
C_001771,80F65C7D0,1,1543.28,P_0179,116,Switzerland Bank #9,Corporation #34854,False
C_001772,80F6727B0,1,138.94,P_0166,342117,Switzerland Bank #1490,Corporation #47152,False
C_001773,80F683C70,1,53.92,P_0166,339917,Switzerland Bank #1144,Corporation #34854,False
C_001774,80F728F60,1,27.91,P_0166,338925,Switzerland Bank #1214,Corporation #47152,False
C_001775,80F8250B0,1,48.6,P_0166,341179,Switzerland Bank #1164,Partnership #37691,False
C_001776,80F8487E0,1,55.17,P_0166,337636,Switzerland Bank #957,Sole Proprietorship #37402,False
C_001777,80F8976E0,1,176.79,P_0166,340229,Switzerland Bank #1427,Corporation #35797,False
C_001778,80F95BB60,1,29.17,P_0155,33379,National Bank of Omaha,Corporation #5276,False
C_001779,80FA3DBD0,1,4489.31,P_0097,40905,Switzerland Bank #41,Sole Proprietorship #36703,False
C_001780,80FA40FF0,1,461.27,P_0097,240229,Switzerland Bank #1,Sole Proprietorship #36884,False
C_001781,80FA415A0,1,1769.71,P_0097,139793,Switzerland Bank #170,Corporation #34854,False
C_001782,80FABEA70,1,3625.23,P_0097,238845,Switzerland Bank #0,Corporation #35141,False
C_001783,80FAD1C80,1,1673.77,P_0097,41745,Switzerland Bank #147,Partnership #36960,False
C_001784,80FAD51A0,1,2985.51,P_0097,140945,Switzerland Bank #47,Sole Proprietorship #42353,False
C_001785,80FAD5550,1,3284.99,P_0097,240229,Switzerland Bank #1,Corporation #34854,False
C_001786,80FAD7710,1,2028.39,P_0097,39775,Switzerland Bank #32,Corporation #43641,False
C_001787,80FAD7B50,1,2994.43,P_0097,141312,Switzerland Bank #34,Partnership #37692,False
C_001788,80FB08D10,1,1875.32,P_0097,141511,Switzerland Bank #119,Corporation #34854,False
C_001789,80FB16BD0,1,17.75,P_0097,112,Switzerland Bank #11,Corporation #34854,False
C_001790,80FB5D040,1,386.49,P_0166,342572,Switzerland Bank #768,Corporation #44866,False
C_001791,80FB84A00,1,270.58,P_0155,33152,Oak Community Bank,Sole Proprietorship #12808,False
C_001792,80FBCD550,1,10632.19,P_0072,237636,National Bank of Sacramento,Partnership #19618,True
C_001793,80FC1B2A0,1,470.54,P_0056,331867,Germany Bank #4272,Corporation #26041,False
C_001794,80FCC1740,1,12824.67,P_0183,215841,First Bank of Pittsburgh,Sole Proprietorship #54535,True
C_001795,80FD41750,1,2023.74,P_0140,343232,Israel Bank #1058,Partnership #50498,False
C_001796,80FD99C90,1,44.68,P_0155,37359,First Bank of Portland,Corporation #46663,False
C_001797,80FDA84F0,1,1086.41,P_0088,218885,Savings Bank of Fort Wayne,Sole Proprietorship #47644,True
C_001798,80FE25690,1,9547.03,P_0173,129974,Plateau Trust Bank,Sole Proprietorship #38839,True
C_001799,80FE90E10,1,3937.03,P_0138,142973,Bank of Denver,Sole Proprietorship #18694,True
C_001800,80FEF3A50,1,602.65,P_0036,240492,National Bank of the North,Sole Proprietorship #18736,True
C_001801,80FFAE5E0,1,650.17,P_0140,343607,Israel Bank #211,Corporation #35871,False
C_001802,80FFD2C60,1,6400.81,P_0154,220,National Bank of Pittsburgh,Partnership #37705,True
C_001803,810183CE0,1,6814.89,P_0057,113744,Savings Bank of Dallas,Partnership #14868,True
C_001804,810186380,1,19717232.44,P_0007,3149,Acme Federal Bank,Partnership #19909,True
C_001805,810241490,1,11901.23,P_0117,120193,China Bank #33,Partnership #31457,True
C_001806,81024EED0,1,14539.33,P_0092,43049,Israel Bank #42,Sole Proprietorship #37543,True
C_001807,8102614C0,1,252.26,P_0155,344078,Bank of Phoenix,Sole Proprietorship #4684,False
C_001808,8103C25F0,1,17946.86,P_0138,29435,France Bank #1273,Sole Proprietorship #27834,True
C_001809,810408DE0,1,2372.62,P_0117,6129,National Bank of Boston,Sole Proprietorship #41767,True
C_001810,81054BAA0,1,1267.65,P_0140,343748,Israel Bank #1111,Corporation #35871,False
C_001811,8105CFDC0,1,4561.86,P_0149,21575,First Bank of the North,Partnership #20197,True
C_001812,810650A20,1,175.11,P_0140,344802,Israel Bank #1130,Partnership #52799,False
C_001813,8106B1750,1,9565.27,P_0044,19318,China Bank #38,Partnership #31468,True
C_001814,81071A7F0,1,5284.6,P_0183,131800,Greece Bank #2128,Sole Proprietorship #48843,True
C_001815,81074B590,1,4413.98,P_0074,114674,Flagstone Savings Bank,Sole Proprietorship #17682,True
C_001816,810795540,1,8093.15,P_0070,243614,Israel Bank #8,Partnership #37705,False
C_001817,81079E890,1,1293.75,P_0070,44565,Israel Bank #251,Partnership #37705,False
C_001818,81079F150,1,11399.86,P_0070,143242,Israel Bank #19,Partnership #37705,False
C_001819,8107A0740,1,16629.54,P_0070,143496,Israel Bank #36,Corporation #35958,False
C_001820,8107A0960,1,5061.95,P_0070,43735,Israel Bank #24,Partnership #37705,False
C_001821,8107BB990,1,16758.26,P_0063,43735,Israel Bank #24,Partnership #37705,True
C_001822,8107D2090,1,14066.3,P_0070,142950,Israel Bank #11,Corporation #35871,True
C_001823,8107D3A60,1,6425.41,P_0070,44650,Israel Bank #41,Corporation #35851,False
C_001824,8107FC470,1,4065.52,P_0070,143430,Israel Bank #51,Corporation #36097,False
C_001825,810872BA0,1,18998.42,P_0138,43818,Israel Bank #32,Partnership #38049,True
C_001826,8108DB590,1,3997.41,P_0086,143242,Israel Bank #19,Sole Proprietorship #45573,True
C_001827,81097EAF0,1,327.73,P_0155,329923,Bank of Miami,Partnership #19916,False
C_001828,8109BDC80,1,62.44,P_0190,29279,National Bank of Tuscon,Corporation #10045,False
C_001829,810A16CE0,1,708.3,P_0140,345433,Israel Bank #1065,Corporation #35871,False
C_001830,810A97A50,1,6496.05,P_0199,218202,Spain Bank #174,Corporation #23391,True
C_001831,810AD3A90,1,10069.83,P_0104,213952,Savings Bank of Houston,Corporation #47865,True
C_001832,810B68D50,1,11178.56,P_0066,218050,Netherlands Bank #91,Sole Proprietorship #26672,True
C_001833,810CAD000,1,742.38,P_0056,320023,France Bank #5438,Corporation #44676,False
C_001834,810CB8A70,1,133.43,P_0056,313934,Spain Bank #5192,Partnership #29301,False
C_001835,810E62EB0,1,6074.88,P_0120,228540,First Bank of Miami,Sole Proprietorship #19471,True
C_001836,810F5ED30,1,11292.71,P_0120,13554,France Bank #8,Partnership #41447,True
C_001837,810FA6A50,1,2498.38,P_0022,1669,Germany Bank #38,Partnership #27615,False
C_001838,810FAAB30,1,2829.34,P_0022,115976,Germany Bank #1251,Corporation #24607,False
C_001839,810FAB1A0,1,867.31,P_0022,222103,Netherlands Bank #683,Partnership #27246,False
C_001840,810FB24E0,1,2250.21,P_0022,138832,Germany Bank #908,Partnership #45620,False
C_001841,810FB4D10,1,13596.59,P_0177,16871,Italy Bank #194,Corporation #23363,True
C_001842,810FDA680,1,3374.31,P_0022,1522,Spain Bank #23,Corporation #23333,False
C_001843,810FDB280,1,9.5,P_0022,5466,Italy Bank #98,Corporation #25182,False
C_001844,810FE1170,1,1922.82,P_0022,145217,Germany Bank #2499,Corporation #22054,False
C_001845,810FE11C0,1,3269.05,P_0022,15010,France Bank #290,Corporation #43390,False
C_001846,810FE6340,1,214.52,P_0022,1665,Savings Bank of Los Angeles,Corporation #49785,False
C_001847,810FF5B00,1,2236.76,P_0022,14254,Italy Bank #587,Partnership #26098,False
C_001848,811006A00,1,27511574.8,P_0066,123390,Fieldstone Cooperative Bank,Corporation #10031,True
C_001849,811099C90,1,16862.56,P_0002,1601,Acme Cooperative Bank,Partnership #8766,True
C_001850,81109ED60,1,8222.24,P_0148,13858,Italy Bank #97,Sole Proprietorship #28055,True
C_001851,81121FAB0,1,56651.37,P_0083,15085,National Bank of Laramie,Sole Proprietorship #19667,True
C_001852,811225F60,1,132.94,P_0155,319403,Savings Bank of Augusta,Sole Proprietorship #6757,False
C_001853,811273830,1,79338.66,P_0044,245748,Israel Bank #35,Sole Proprietorship #2804,True
C_001854,811292ED0,1,140.65,P_0140,345151,Israel Bank #1108,Corporation #35871,False
C_001855,8112C4010,1,17698.1,P_0149,14549,Savings Bank of Fairfield,Sole Proprietorship #1709,True
C_001856,8113961C0,1,193.17,P_0140,345558,Israel Bank #981,Corporation #36255,False
C_001857,8113E1930,1,428.32,P_0155,31938,Bank of Miami,Corporation #16770,False
C_001858,8113EEDB0,1,998088.94,P_0170,17708,Mountain Savings Bank,Sole Proprietorship #12043,True
C_001859,811451920,1,1251.17,P_0182,39198,Lithuania Bank #1764,Corporation #47523,True
C_001860,8114AE0C0,1,15728.49,P_0047,29788,China Bank #26,Partnership #31197,False
C_001861,8114AE1B0,1,8403.41,P_0047,36445,China Bank #512,Sole Proprietorship #30007,False
C_001862,8114AE3E0,1,18486.44,P_0047,18475,China Bank #20,Corporation #29130,False
C_001863,8114AF270,1,7474.92,P_0047,240915,China Bank #550,Sole Proprietorship #29984,False
C_001864,8114AFBE0,1,8573.59,P_0047,29191,China Bank #374,Partnership #31121,False
C_001865,8114AFF00,1,28604.42,P_0047,34828,Savings Bank of Denver,Corporation #42081,False
C_001866,8114BFAA0,1,9930.68,P_0047,18097,China Bank #8,Sole Proprietorship #29495,False
C_001867,8114C0050,1,6068.86,P_0072,230230,China Bank #58,Sole Proprietorship #9683,True
C_001868,8114C2920,1,5293.73,P_0047,137079,China Bank #17,Partnership #31255,False
C_001869,81151ABD0,1,8064.14,P_0193,247280,Israel Bank #541,Sole Proprietorship #38182,False
C_001870,81152ABB0,1,6766.62,P_0193,144669,Israel Bank #34,Corporation #35871,False
C_001871,81152D030,1,13734.48,P_0193,144639,Israel Bank #10,Sole Proprietorship #45573,False
C_001872,811531A80,1,3104.33,P_0193,43462,Israel Bank #9,Corporation #36344,False
C_001873,811533380,1,177.78,P_0193,244187,Israel Bank #53,Corporation #35871,False
C_001874,811537160,1,12283.94,P_0193,217,Israel Bank #5,Corporation #35871,False
C_001875,811537810,1,5492.84,P_0193,46616,Israel Bank #102,Partnership #37705,False
C_001876,8115438A0,1,1600.34,P_0193,245328,Israel Bank #197,Corporation #36255,False
C_001877,81157C250,1,11826.77,P_0153,45563,Israel Bank #12,Corporation #35871,False
C_001878,81157C2A0,1,3516.21,P_0153,145752,Israel Bank #96,Partnership #37705,False
C_001879,8115846C0,1,13367.87,P_0153,45279,Israel Bank #66,Partnership #37705,False
C_001880,8115886E0,1,1807.22,P_0153,43462,Israel Bank #9,Partnership #37705,False
C_001881,811596CD0,1,5462.43,P_0153,246162,Israel Bank #39,Corporation #35871,False
C_001882,811596E10,1,16299.0,P_0153,247207,Israel Bank #43,Corporation #35871,False
C_001883,811597180,1,10042.37,P_0153,247207,Israel Bank #43,Sole Proprietorship #38061,False
C_001884,811598D40,1,11757.35,P_0153,245090,Israel Bank #17,Corporation #35871,False
C_001885,8115A1430,1,13373.6,P_0153,44451,Israel Bank #33,Partnership #37705,False
C_001886,8115A2260,1,13297.55,P_0153,45304,Israel Bank #119,Partnership #37705,False
C_001887,8115A28F0,1,3315.13,P_0153,43849,Israel Bank #21,Partnership #37705,False
C_001888,8115A2FD0,1,15069.75,P_0153,244187,Israel Bank #53,Corporation #35871,False
C_001889,8115A3250,1,13534.95,P_0153,217,Israel Bank #5,Corporation #35871,False
C_001890,811611D00,1,16310.56,P_0129,1547,Italy Bank #49,Partnership #46281,True
C_001891,81172B400,1,16394.98,P_0138,243805,The Pine Thrift,Partnership #12025,True
C_001892,8117D7430,1,1934.86,P_0140,345090,Israel Bank #954,Partnership #52799,False
C_001893,8118E76A0,1,134.69,P_0155,323675,Dawn Cooperative Bank,Corporation #2738,False
C_001894,8118F49B0,1,11598.39,P_0183,218267,Germany Bank #719,Sole Proprietorship #28248,True
C_001895,8119701D0,1,1478.44,P_0181,41215,France Bank #372,Sole Proprietorship #28040,False
C_001896,811971DC0,1,1195.35,P_0181,27535,Germany Bank #862,Corporation #51553,False
C_001897,811973570,1,4167.62,P_0181,17854,Italy Bank #293,Sole Proprietorship #40068,False
C_001898,811974390,1,1634.39,P_0181,127179,Germany Bank #279,Corporation #24323,False
C_001899,811974F00,1,1928.25,P_0181,14329,Austria Bank #466,Corporation #26872,False
C_001900,811976A40,1,1896.07,P_0181,137897,Austria Bank #182,Sole Proprietorship #39082,False
C_001901,81197F9E0,1,133.1,P_0056,328421,Germany Bank #4305,Corporation #27786,False
C_001902,81198DE10,1,16665.4,P_0063,17863,Spain Bank #341,Corporation #24868,True
C_001903,8119A3AC0,1,3002.28,P_0181,18428,Italy Bank #13,Corporation #24328,False
C_001904,8119B4410,1,3703.39,P_0181,27241,Germany Bank #48,Corporation #23704,False
C_001905,8119F8CC0,1,8019.98,P_0131,223,Saudi Arabia Bank #4,Sole Proprietorship #16903,True
C_001906,8119F8CC0,1,56544.74,P_0171,223,Saudi Arabia Bank #4,Sole Proprietorship #16903,True
C_001907,8119F8CC0,1,30299.15,P_0178,223,Saudi Arabia Bank #4,Sole Proprietorship #16903,True
C_001908,811A32DC0,1,12199.95,P_0114,248160,Savings Bank of Sacramento,Sole Proprietorship #53363,True
C_001909,811A331E0,1,23.5,P_0190,244684,Bank of Helena,Sole Proprietorship #48200,False
C_001910,811A4DBD0,1,13896.06,P_0005,223,Saudi Arabia Bank #4,Partnership #38226,True
C_001911,811A4DBD0,1,21119.06,P_0131,223,Saudi Arabia Bank #4,Partnership #38226,True
C_001912,811A4DBD0,1,41937.35,P_0100,223,Saudi Arabia Bank #4,Partnership #38226,True
C_001913,811A4DBD0,2,54932.04,P_0171,223,Saudi Arabia Bank #4,Partnership #38226,True
C_001914,811A65E30,1,2023.38,P_0171,223,Saudi Arabia Bank #4,Sole Proprietorship #10602,True
C_001915,811A65E30,1,37976.48,P_0178,223,Saudi Arabia Bank #4,Sole Proprietorship #10602,True
C_001916,811A65E30,1,32084.43,P_0084,223,Saudi Arabia Bank #4,Sole Proprietorship #10602,True
C_001917,811A67510,1,21439.11,P_0171,118,Switzerland Bank #8,Partnership #38226,True
C_001918,811A67510,2,51672.43,P_0178,118,Switzerland Bank #8,Partnership #38226,True
C_001919,811A67510,1,45385.21,P_0084,118,Switzerland Bank #8,Partnership #38226,True
C_001920,811A71590,1,4204.92,P_0171,48211,Saudi Arabia Bank #7,Corporation #19043,False
C_001921,811AD68A0,1,2976.52,P_0117,32405,Italy Bank #2133,Partnership #27448,True
C_001922,811AF52C0,1,9356.44,P_0104,130902,Italy Bank #1969,Sole Proprietorship #24623,True
C_001923,811B6E170,1,27266.38,P_0005,118,Switzerland Bank #8,Partnership #6126,True
C_001924,811B6E170,1,5598.37,P_0131,118,Switzerland Bank #8,Partnership #6126,True
C_001925,811B6E170,1,43518.91,P_0100,118,Switzerland Bank #8,Partnership #6126,True
C_001926,811B6E170,2,66451.37,P_0171,118,Switzerland Bank #8,Partnership #6126,True
C_001927,811B6E2B0,1,35234.38,P_0171,119,Israel Bank #6,Partnership #38226,True
C_001928,811B82650,1,18473.51,P_0001,222,Saudi Arabia Bank #5,Partnership #38226,False
C_001929,811B88600,1,9321.73,P_0171,119,Israel Bank #6,Sole Proprietorship #10402,True
C_001930,811B9B110,1,9318.89,P_0171,118,Switzerland Bank #8,Sole Proprietorship #10543,True
C_001931,811B9B160,1,70369.35,P_0171,223,Saudi Arabia Bank #4,Corporation #36539,True
