account_id,role,account_number,bank_name,entity_name,is_fraudulent
C_000893,CLIENT,80636A7A0,Russia Bank #38,Corporation #31492,True
C_000894,CLIENT,806387910,Russia Bank #18,Partnership #11730,True
C_000895,CLIENT,8063CFDF0,Savings Bank of Fairfield,Corporation #49997,False
C_000896,CLIENT,8063D0860,National Bank of Arkadelphia,Partnership #17820,False
C_000897,CLIENT,8063DDCC0,Acme Thrift,Sole Proprietorship #3715,False
C_000898,CLIENT,8063F1030,Germany Bank #19,Partnership #23897,True
C_000899,CLIENT,80640A6D0,National Bank of Boston,Sole Proprietorship #13801,False
C_000900,CLIENT,80640C840,Desert Bancorp,Sole Proprietorship #11654,False
C_000901,CLIENT,806417960,Flagstone Community Bank,Corporation #8531,False
C_000902,CLIENT,806418CC0,Sappo Federal Bank,Partnership #10705,False
C_000903,CLIENT,806478850,Russia Bank #15,Sole Proprietorship #32941,True
C_000904,CLIENT,806482430,Russia Bank #63,Partnership #33830,True
C_000905,CLIENT,8064AAA20,Russia Bank #36,Partnership #33830,True
C_000906,CLIENT,8065029E0,Spruce Savings Bank,Sole Proprietorship #10953,False
C_000907,CLIENT,80652E8F0,Russia Bank #25,Sole Proprietorship #33245,True
C_000908,CLIENT,806578D30,Bank of Boston,Sole Proprietorship #38611,True
C_000909,CLIENT,80657C030,Bank of Arkadelphia,Sole Proprietorship #46354,True
C_000910,CLIENT,80662DE10,Regents Trust Bank,Corporation #5866,True
C_000911,CLIENT,8066807B0,Savings Bank of Newport,Partnership #39761,True
C_000912,CLIENT,806689160,National Bank of Denver,Corporation #8677,True
C_000913,CLIENT,806694250,Future Bancorp,Sole Proprietorship #49495,True
C_000914,CLIENT,8066C7E10,National Bank of Tuscon,Sole Proprietorship #45061,True
C_000915,CLIENT,8066D7B00,Spruce Cooperative Bank,Partnership #22550,True
C_000916,CLIENT,80678A430,Bank of Providence,Partnership #11023,False
C_000917,CLIENT,8067AD800,Golden Thrift,Corporation #7766,True
C_000918,CLIENT,8067D6C60,Germany Bank #99,Partnership #26150,True
C_000919,CLIENT,8067EE4E0,Belgium Bank #677,Sole Proprietorship #40183,True
C_000920,CLIENT,80681F820,Lithuania Bank #122,Corporation #20520,True
C_000921,CLIENT,806861BF0,First Bank of Tampa,Sole Proprietorship #10523,True
C_000922,CLIENT,806937D60,France Bank #4940,Partnership #28210,False
C_000923,CLIENT,80693DD00,Spain Bank #68,Partnership #27496,True
C_000924,CLIENT,806967B30,Germany Bank #105,Partnership #22388,True
C_000925,CLIENT,806968EF0,France Bank #5088,Sole Proprietorship #27055,False
C_000926,CLIENT,806995D20,Greece Bank #77,Corporation #22243,False
C_000927,CLIENT,80699A280,Belgium Bank #1228,Partnership #28162,False
C_000928,CLIENT,80699A5E0,Finland Bank #0,Partnership #26987,False
C_000929,CLIENT,8069A6400,France Bank #984,Partnership #22388,False
C_000930,CLIENT,8069B5FE0,Greece Bank #44,Partnership #42815,False
C_000931,CLIENT,8069B65B0,Germany Bank #261,Sole Proprietorship #22852,False
C_000932,CLIENT,8069B6B00,Germany Bank #137,Partnership #3174,False
C_000933,CLIENT,8069E9C80,Italy Bank #14,Sole Proprietorship #3072,True
C_000934,CLIENT,806A3D750,Acme Community Bank,Partnership #11451,True
C_000935,CLIENT,806A78CA0,Russia Bank #180,Corporation #47332,False
C_000936,CLIENT,806A78D40,Russia Bank #33,Corporation #50824,False
C_000937,CLIENT,806A7FF70,Russia Bank #12,Partnership #33830,False
C_000938,CLIENT,806AA7880,Russia Bank #13,Partnership #44517,True
C_000939,CLIENT,806AA7FA0,Russia Bank #19,Corporation #31491,False
C_000940,CLIENT,806AA96A0,Russia Bank #52,Partnership #33830,False
C_000941,CLIENT,806AB8DB0,Russia Bank #16,Partnership #34225,False
C_000942,CLIENT,806AB91C0,Russia Bank #53,Partnership #33830,False
C_000943,CLIENT,806B16210,Russia Bank #53,Corporation #50824,True
C_000944,CLIENT,806B5E250,Russia Bank #21,Partnership #39337,True
C_000945,CLIENT,806B971B0,Russia Bank #36,Corporation #10801,True
C_000946,CLIENT,806C0EC80,France Bank #46,Corporation #22754,False
C_000947,CLIENT,806C0ED20,France Bank #33,Sole Proprietorship #22572,False
C_000948,CLIENT,806C35360,Slovakia Bank #547,Sole Proprietorship #28023,False
C_000949,CLIENT,806C3BA70,Portugal Bank #43,Corporation #20084,False
C_000950,CLIENT,806C3C490,Germany Bank #543,Sole Proprietorship #39389,False
C_000951,CLIENT,806C3EBF0,Germany Bank #239,Corporation #22027,False
C_000952,CLIENT,806C42760,Italy Bank #392,Corporation #23380,False
C_000953,CLIENT,806C45860,Netherlands Bank #971,Corporation #22676,False
C_000954,CLIENT,806C45FE0,Spain Bank #1392,Partnership #24643,False
C_000955,CLIENT,806C84040,Russia Bank #18,Sole Proprietorship #32941,True
C_000956,CLIENT,806C896A0,Russia Bank #18,Corporation #32094,True
C_000957,CLIENT,806CAE6D0,Savings Bank of Seattle,Sole Proprietorship #10858,True
C_000958,CLIENT,806CF1310,Savings Bank of Sacramento,Corporation #423,True
C_000959,CLIENT,806D47B10,Savings Bank of Houston,Partnership #11432,True
C_000960,CLIENT,806DA0590,Russia Bank #40,Sole Proprietorship #32941,True
C_000961,CLIENT,806DADD80,Russia Bank #31,Sole Proprietorship #32941,True
C_000962,CLIENT,806DEA990,First Bank of Tuscon,Corporation #39967,True
C_000963,CLIENT,806E1B6F0,Russia Bank #28,Sole Proprietorship #32941,True
C_000964,CLIENT,806E5B990,Russia Bank #23,Partnership #34664,True
C_000965,CLIENT,806E72870,Bank of Providence,Sole Proprietorship #48691,True
C_000966,CLIENT,806E95350,National Bank of Danbury,Sole Proprietorship #10912,True
C_000967,CLIENT,806EA2E90,Russia Bank #40,Corporation #8800,False
C_000968,CLIENT,806EACEB0,Russia Bank #210,Sole Proprietorship #32941,False
C_000969,CLIENT,806EAEFE0,National Bank of Laramie,Corporation #31491,False
C_000970,CLIENT,806EB0E70,Russia Bank #106,Sole Proprietorship #32941,False
C_000971,CLIENT,806EB4D20,Russia Bank #14,Partnership #33830,False
C_000972,CLIENT,806EB5DC0,Russia Bank #32,Partnership #33830,False
C_000973,CLIENT,806EC8850,Russia Bank #37,Corporation #50824,False
C_000974,CLIENT,806ED11A0,Russia Bank #40,Partnership #6564,True
C_000975,CLIENT,806F1BF70,Russia Bank #37,Individual #78,False
C_000976,CLIENT,806F1C3D0,Russia Bank #22,Sole Proprietorship #32941,False
C_000977,CLIENT,806F1FCF0,Bank of Augusta,Sole Proprietorship #8261,False
C_000978,CLIENT,806F2B220,Russia Bank #45,Partnership #33830,True
C_000979,CLIENT,806F3C5B0,Russia Bank #12,Partnership #4223,True
C_000980,CLIENT,806F416F0,Russia Bank #28,Partnership #50101,True
C_000981,CLIENT,806FA9C10,Russia Bank #16,Sole Proprietorship #32941,True
C_000982,CLIENT,806FF2390,Savings Bank of Providence,Partnership #45932,False
C_000983,CLIENT,807195E30,Bank of the West,Partnership #47627,True
C_000984,CLIENT,807319780,Germany Bank #3772,Sole Proprietorship #23229,False
C_000985,CLIENT,807339DC0,Spruce Community Bank,Partnership #6686,False
C_000986,CLIENT,8073E7BB0,First Bank of Detroit,Corporation #9525,True
C_000987,CLIENT,8073E9CC0,National Bank of Tampa,Partnership #11873,True
C_000988,CLIENT,807414E80,Russia Bank #55,Corporation #31479,False
C_000989,CLIENT,807423320,Russia Bank #55,Sole Proprietorship #32938,False
C_000990,CLIENT,807436EE0,Russia Bank #12,Partnership #33820,False
C_000991,CLIENT,80750D550,China Bank #41,Corporation #28222,True
C_000992,CLIENT,80750E180,China Bank #62,Partnership #30400,True
C_000993,CLIENT,807531CC0,Russia Bank #60,Corporation #31481,False
C_000994,CLIENT,807558C10,Acme Thrift,Sole Proprietorship #45616,False
C_000995,CLIENT,807559CB0,Brownstone Bancorp,Corporation #14493,False
C_000996,CLIENT,80755AE70,First Bank of Houston,Sole Proprietorship #9389,False
C_000997,CLIENT,80755ED60,First Bank of Dallas,Sole Proprietorship #11326,False
C_000998,CLIENT,807560E00,Savings Bank of Danbury,Partnership #11941,False
C_000999,CLIENT,8075642E0,Savings Bank of Seattle,Sole Proprietorship #1456,False
C_001000,CLIENT,8075664C0,National Bank of Harrisburg,Partnership #10004,False
C_001001,CLIENT,8075AC7C0,Savings Bank of Bridgeport,Partnership #11986,True
C_001002,CLIENT,80762FE70,Italy Bank #6,Sole Proprietorship #24711,True
C_001003,CLIENT,80763C2E0,Germany Bank #360,Sole Proprietorship #25469,True
C_001004,CLIENT,807654F20,Russia Bank #25,Corporation #31485,False
C_001005,CLIENT,80777E5C0,Savings Bank of Fairfield,Sole Proprietorship #11477,True
C_001006,CLIENT,807784A60,Savings Bank of Los Angeles,Sole Proprietorship #45782,False
C_001007,CLIENT,80779F730,Italy Bank #95,Sole Proprietorship #25501,True
C_001008,CLIENT,8077B2BF0,Germany Bank #4583,Corporation #22823,False
C_001009,CLIENT,8077CEBE0,Belgium Bank #87,Partnership #26440,True
C_001010,CLIENT,807809890,National Bank of Boston,Corporation #9787,True
C_001011,CLIENT,80780EAF0,First Bank of Harrisburg,Sole Proprietorship #1440,True
C_001012,CLIENT,807824060,France Bank #984,Sole Proprietorship #22772,True
C_001013,CLIENT,807825A80,Austria Bank #107,Partnership #41165,False
C_001014,CLIENT,80782B2E0,Germany Bank #536,Sole Proprietorship #24892,False
C_001015,CLIENT,80782C0B0,Belgium Bank #226,Partnership #25218,False
C_001016,CLIENT,807830890,Italy Bank #201,Corporation #20628,False
C_001017,CLIENT,807832770,France Bank #103,Partnership #27372,False
C_001018,CLIENT,807833AE0,Germany Bank #74,Corporation #23255,False
C_001019,CLIENT,8078463C0,Germany Bank #126,Sole Proprietorship #26680,False
C_001020,CLIENT,80784CCE0,Belgium Bank #677,Sole Proprietorship #42923,True
C_001021,CLIENT,8078B38C0,Germany Bank #80,Partnership #46781,True
C_001022,CLIENT,8078D10C0,Savings Bank of Indianapolis,Partnership #46548,True
C_001023,CLIENT,807949BB0,Spain Bank #450,Partnership #23242,False
C_001024,CLIENT,80794B6F0,Savings Bank of Houston,Sole Proprietorship #11549,True
C_001025,CLIENT,807982140,China Bank #6,Corporation #23891,True
C_001026,CLIENT,807A249F0,First Bank of Chicago,Partnership #19219,True
C_001027,CLIENT,807A2C280,National Bank of Boston,Sole Proprietorship #4767,True
C_001028,CLIENT,807ABA360,Bank of Detroit,Corporation #9926,True
C_001029,CLIENT,807ACCF80,Spain Bank #81,Partnership #25208,True
C_001030,CLIENT,807B705E0,Austria Bank #94,Corporation #22187,True
C_001031,CLIENT,807BC7660,Portugal Bank #5,Sole Proprietorship #22248,False
C_001032,CLIENT,807BCA4C0,Belgium Bank #1228,Partnership #41018,False
C_001033,CLIENT,807BD8540,Spain Bank #68,Corporation #27600,False
C_001034,CLIENT,807BDABA0,Belgium Bank #417,Partnership #23358,False
C_001035,CLIENT,807BDBAC0,Savings Bank of Los Angeles,Sole Proprietorship #26149,False
C_001036,CLIENT,807BDD3C0,Belgium Bank #152,Sole Proprietorship #26516,False
C_001037,CLIENT,807BDE920,France Bank #477,Corporation #22940,False
C_001038,CLIENT,807BE0190,Germany Bank #553,Sole Proprietorship #54014,False
C_001039,CLIENT,807C59180,UK Bank #29,Partnership #34805,True
C_001040,CLIENT,807CAE5D0,City National Cooperative Bank,Sole Proprietorship #4182,False
C_001041,CLIENT,807D147A0,Germany Bank #39,Partnership #26299,True
C_001042,CLIENT,807DEAE80,UK Bank #30,Sole Proprietorship #34756,True
C_001043,CLIENT,807E0AF70,China Bank #1127,Corporation #28762,False
C_001044,CLIENT,807EB1130,Desert Bancorp,Corporation #10190,False
C_001045,CLIENT,807EB3DD0,First Bank of the North,Sole Proprietorship #7757,False
C_001046,CLIENT,807EB9490,Bank of Boston,Partnership #10607,False
C_001047,CLIENT,807EBBFF0,First Bank of Plattsburg,Sole Proprietorship #11949,False
C_001048,CLIENT,8080088A0,Slovenia Bank #1638,Partnership #26441,False
C_001049,CLIENT,80800B6F0,Germany Bank #99,Partnership #23962,True
C_001050,CLIENT,80803C930,Spain Bank #642,Partnership #26868,True
C_001051,CLIENT,80807F270,Greece Bank #570,Corporation #22525,True
C_001052,CLIENT,808098770,Germany Bank #120,Sole Proprietorship #25929,True
C_001053,CLIENT,808099880,Germany Bank #179,Partnership #26892,True
C_001054,CLIENT,8080DB4C0,Hilltop Bancorp,Sole Proprietorship #17527,True
C_001055,CLIENT,8081AFAE0,Future Bank,Partnership #12735,True
C_001056,CLIENT,8081C4F10,Austria Bank #233,Sole Proprietorship #22769,True
C_001057,CLIENT,808222DA0,First Bank of Springfield,Corporation #10380,True
C_001058,CLIENT,808242040,First Bank of Madison,Partnership #7620,True
C_001059,CLIENT,8082AE710,Future Federal Bank,Corporation #17349,False
C_001060,CLIENT,8082EC7C0,Italy Bank #4135,Corporation #24975,False
C_001061,CLIENT,80832DDB0,Netherlands Bank #411,Sole Proprietorship #29153,True
C_001062,CLIENT,808396D50,UK Bank #20,Corporation #32468,False
C_001063,CLIENT,80839EF70,UK Bank #13,Corporation #40602,True
C_001064,CLIENT,808431490,UK Bank #41,Corporation #32468,True
C_001065,CLIENT,808442C20,UK Bank #36,Corporation #32983,True
C_001066,CLIENT,8084C5F00,China Bank #266,Partnership #31593,False
C_001067,CLIENT,8084CA790,China Bank #10,Partnership #31595,True
C_001068,CLIENT,8084F4F70,UK Bank #33,Partnership #35094,True
C_001069,CLIENT,808526B60,Oasis Federal Bank,Partnership #3915,False
C_001070,CLIENT,80869EB90,UK Bank #35,Partnership #35045,True
C_001071,CLIENT,808728C10,UK Bank #44,Partnership #35182,True
C_001072,CLIENT,808749300,UK Bank #1,Partnership #34904,False
C_001073,CLIENT,80874AF30,UK Bank #52,Corporation #32468,False
C_001074,CLIENT,80874BAC0,UK Bank #47,Partnership #35142,False
C_001075,CLIENT,808752270,UK Bank #5,Partnership #39386,False
C_001076,CLIENT,808753580,UK Bank #42,Sole Proprietorship #34756,False
C_001077,CLIENT,80875E3C0,UK Bank #5,Sole Proprietorship #34253,False
C_001078,CLIENT,80878BA20,France Bank #35,Corporation #26138,True
C_001079,CLIENT,8087B2BC0,UK Bank #37,Sole Proprietorship #43180,False
C_001080,CLIENT,8087B2D90,UK Bank #33,Corporation #51871,False
C_001081,CLIENT,8087B31F0,UK Bank #52,Corporation #32563,False
C_001082,CLIENT,8087C02B0,UK Bank #6,Corporation #32973,False
C_001083,CLIENT,8087F4940,UK Bank #52,Sole Proprietorship #54805,True
C_001084,CLIENT,808831560,First Bank of Billings,Partnership #5848,False
C_001085,CLIENT,80886BCB0,India Bank #25,Sole Proprietorship #34553,True
C_001086,CLIENT,80887AC50,First Bank of Huron,Sole Proprietorship #14186,True
C_001087,CLIENT,80888DC20,UK Bank #59,Corporation #32563,True
C_001088,CLIENT,8088EBD30,Germany Bank #4058,Sole Proprietorship #27107,False
C_001089,CLIENT,80897F6B0,Bank of the South,Partnership #2025,False
C_001090,CLIENT,8089814C0,First Bank of Tuscon,Partnership #13198,False
C_001091,CLIENT,808982120,National Bank of Huron,Sole Proprietorship #6157,False
C_001092,CLIENT,808982350,Flagstone Federal Bank,Sole Proprietorship #9131,False
C_001093,CLIENT,8089857F0,Savings Bank of Augusta,Partnership #3434,False
C_001094,CLIENT,8089863B0,Bank of Billings,Corporation #13723,False
C_001095,CLIENT,8089888D0,National Bank of Providence,Sole Proprietorship #6163,False
C_001096,CLIENT,80898DBC0,Oak Bancorp,Partnership #1113,False
C_001097,CLIENT,808998670,Sappo Bancorp,Sole Proprietorship #10056,False
C_001098,CLIENT,80899CDD0,National Bank of Denver,Partnership #3909,False
C_001099,CLIENT,808A00B60,The Pine Credit Union,Corporation #10806,True
C_001100,CLIENT,808A05220,Savings Bank of Pittsburgh,Corporation #48649,True
C_001101,CLIENT,808A32010,First Bank of Butte,Partnership #1758,True
C_001102,CLIENT,808AADB60,UK Bank #36,Corporation #40611,True
C_001103,CLIENT,808AE2130,UK Bank #1,Corporation #32962,True
C_001104,CLIENT,808AE2440,UK Bank #17,Sole Proprietorship #34547,False
C_001105,CLIENT,808AF4080,UK Bank #4,Partnership #35591,False
C_001106,CLIENT,808AF4CC0,UK Bank #41,Corporation #32968,False
C_001107,CLIENT,808B174B0,UK Bank #52,Corporation #32967,False
C_001108,CLIENT,808B178F0,UK Bank #55,Partnership #43764,False
C_001109,CLIENT,808B18D40,UK Bank #8,Partnership #35672,False
C_001110,CLIENT,808B19130,UK Bank #40,Partnership #34689,False
C_001111,CLIENT,808B6B340,UK Bank #63,Sole Proprietorship #34618,False
C_001112,CLIENT,808C0E7A0,UK Bank #5,Partnership #35574,True
C_001113,CLIENT,808C1A3D0,UK Bank #29,Corporation #32977,False
C_001114,CLIENT,808C45FE0,Germany Bank #239,Partnership #28832,True
C_001115,CLIENT,808CEB360,UK Bank #49,Partnership #49332,False
C_001116,CLIENT,808CF7D60,First Bank of Tuscon,Corporation #10989,False
C_001117,CLIENT,808CF8120,Flagstone Bancorp,Sole Proprietorship #5470,True
C_001118,CLIENT,808CF9230,Savings Bank of Albany,Partnership #7875,False
C_001119,CLIENT,808D16FB0,Acme Community Bank,Partnership #18314,False
C_001120,CLIENT,808D1D510,National Bank of Indianapolis,Partnership #13445,False
C_001121,CLIENT,808D58BC0,First Bank of Tuscon,Partnership #4806,False
C_001122,CLIENT,808D5D8C0,Savings Bank of Los Angeles,Corporation #3485,False
C_001123,CLIENT,808D5ECB0,Bank of Springfield,Sole Proprietorship #6541,False
C_001124,CLIENT,808D74A80,UK Bank #31,Partnership #34904,False
C_001125,CLIENT,808D78400,UK Bank #37,Sole Proprietorship #14097,True
C_001126,CLIENT,808DAF450,UK Bank #208,Corporation #32940,False
C_001127,CLIENT,808DAF620,UK Bank #0,Corporation #32965,False
C_001128,CLIENT,808DD79F0,UK Bank #208,Partnership #34759,False
C_001129,CLIENT,808E22AB0,UK Bank #51,Partnership #35574,False
C_001130,CLIENT,808E44B10,UK Bank #29,Sole Proprietorship #6319,True
C_001131,CLIENT,808E906D0,National Bank of Lincoln,Sole Proprietorship #11389,False
C_001132,CLIENT,808ED6780,Bank of Chicago,Corporation #38170,True
C_001133,CLIENT,808F449C0,Slovenia Bank #777,Partnership #1919,True
C_001134,CLIENT,808F5A660,China Bank #20,Corporation #55352,False
C_001135,CLIENT,808F5C000,China Bank #254,Corporation #47556,False
C_001136,CLIENT,808F5C360,China Bank #71,Partnership #30978,False
C_001137,CLIENT,808F618C0,China Bank #14,Partnership #30410,False
C_001138,CLIENT,808F714D0,China Bank #53,Partnership #45746,False
C_001139,CLIENT,808F72FB0,China Bank #11,Corporation #28223,False
C_001140,CLIENT,808F73F10,China Bank #204,Sole Proprietorship #29714,False
C_001141,CLIENT,808F7A310,China Bank #38,Partnership #31625,False
C_001142,CLIENT,808F7AC70,China Bank #60,Corporation #28867,False
C_001143,CLIENT,808F7AF80,China Bank #29,Sole Proprietorship #29292,False
C_001144,CLIENT,808F7B2F0,China Bank #23,Corporation #9086,False
C_001145,CLIENT,809031FD0,UK Bank #56,Sole Proprietorship #34714,False
C_001146,CLIENT,8090545A0,Brownstone Trust Bank,Partnership #3372,False
C_001147,CLIENT,8090CF330,Canada Bank #86,Partnership #36051,False
C_001148,CLIENT,80911C350,Australia Bank #3,Sole Proprietorship #34849,True
C_001149,CLIENT,8091259A0,Spain Bank #5080,Corporation #39347,False
C_001150,CLIENT,80913D6A0,First Bank of Billings,Partnership #13301,False
C_001151,CLIENT,809158E50,Canada Bank #27,Corporation #33705,True
C_001152,CLIENT,809176AF0,Canada Bank #15,Corporation #33705,True
C_001153,CLIENT,8091D2880,Bank of the South,Partnership #19161,False
C_001154,CLIENT,809326EF0,First Bank of Danbury,Sole Proprietorship #13033,True
C_001155,CLIENT,80932E380,Canada Bank #24,Corporation #44442,True
C_001156,CLIENT,809361700,Bank of Augusta,Sole Proprietorship #3537,True
C_001157,CLIENT,80939AC70,France Bank #3939,Corporation #51022,False
C_001158,CLIENT,809510B10,Canada Bank #26,Sole Proprietorship #34849,True
C_001159,CLIENT,809518AA0,Canada Bank #702,Corporation #33125,False
C_001160,CLIENT,8095B6AF0,Canada Bank #43,Sole Proprietorship #6217,True
C_001161,CLIENT,8095BB510,Canada Bank #98,Corporation #33351,False
C_001162,CLIENT,809648930,Canada Bank #11,Sole Proprietorship #12884,False
C_001163,CLIENT,8096C6720,Canada Bank #36,Partnership #35725,True
C_001164,CLIENT,8096D1D60,Canada Bank #703,Sole Proprietorship #35374,False
C_001165,CLIENT,80974CBF0,Canada Bank #44,Partnership #36051,True
C_001166,CLIENT,809768440,Germany Bank #59,Partnership #27311,True
C_001167,CLIENT,8097D85A0,First Bank of Billings,Partnership #13955,True
C_001168,CLIENT,8097F63E0,Canada Bank #27,Partnership #53398,True
C_001169,CLIENT,8098BC930,Spruce Bancorp,Partnership #10962,True
C_001170,CLIENT,8098DA930,Canada Bank #4,Sole Proprietorship #34849,True
C_001171,CLIENT,80994CE30,Canada Bank #648,Partnership #36105,False
C_001172,CLIENT,809954440,Canada Bank #702,Partnership #36051,False
C_001173,CLIENT,809974930,Canada Bank #62,Sole Proprietorship #44813,False
C_001174,CLIENT,8099AF420,Canada Bank #575,Partnership #36104,False
C_001175,CLIENT,8099B03F0,Canada Bank #63,Sole Proprietorship #1022,True
C_001176,CLIENT,8099B6BD0,Canada Bank #708,Partnership #36105,False
C_001177,CLIENT,809AE0AB0,Japan Bank #312,Corporation #40547,False
C_001178,CLIENT,809B03350,Japan Bank #542,Sole Proprietorship #31565,False
C_001179,CLIENT,809B70360,Bank of Laramie,Sole Proprietorship #13340,True
C_001180,CLIENT,809B94750,Desert Savings Bank,Partnership #3115,True
C_001181,CLIENT,809BBC7B0,Acme Trust Bank,Partnership #14178,True
C_001182,CLIENT,809C04750,First Bank of Springfield,Partnership #6347,True
C_001183,CLIENT,809C70960,Acme Federal Bank,Sole Proprietorship #17852,False
C_001184,CLIENT,809C95C10,Canada Bank #28,Partnership #36051,False
C_001185,CLIENT,809CD3B70,Canada Bank #47,Partnership #5796,False
C_001186,CLIENT,809CDB340,Canada Bank #51,Corporation #33614,True
C_001187,CLIENT,809D0B240,Canada Bank #63,Partnership #36051,False
C_001188,CLIENT,809D10160,Canada Bank #36,Corporation #33433,False
C_001189,CLIENT,809D273B0,Canada Bank #121,Corporation #33616,False
C_001190,CLIENT,809D2B0F0,Canada Bank #47,Corporation #33559,True
C_001191,CLIENT,809D30840,Canada Bank #52,Corporation #33351,False
C_001192,CLIENT,809D45330,Canada Bank #36,Partnership #35744,False
C_001193,CLIENT,809D4A3C0,Canada Bank #35,Partnership #36105,False
C_001194,CLIENT,809D4A640,Canada Bank #60,Sole Proprietorship #35096,False
C_001195,CLIENT,809D4BA30,Canada Bank #25,Partnership #36104,False
C_001196,CLIENT,809D4BAD0,Canada Bank #32,Partnership #35742,False
C_001197,CLIENT,809D4FF40,Canada Bank #28,Partnership #35725,False
C_001198,CLIENT,809D52D70,Canada Bank #59,Corporation #33366,False
C_001199,CLIENT,809D55A70,Canada Bank #42,Partnership #36112,False
C_001200,CLIENT,809D6B5C0,Canada Bank #117,Partnership #35725,False
C_001201,CLIENT,809DAEC50,Canada Bank #43,Partnership #36117,False
C_001202,CLIENT,809DB2950,Canada Bank #47,Corporation #33718,False
C_001203,CLIENT,809DFF880,Canada Bank #47,Sole Proprietorship #35096,True
C_001204,CLIENT,809E26AD0,Mexico Bank #0,Partnership #36105,True
C_001205,CLIENT,809E2CA80,Canada Bank #58,Corporation #33124,False
C_001206,CLIENT,809E7C580,Canada Bank #690,Partnership #49740,False
C_001207,CLIENT,809E842E0,Canada Bank #724,Sole Proprietorship #34861,False
C_001208,CLIENT,809E91DA0,The Pine Credit Union,Partnership #39627,False
C_001209,CLIENT,809EBEDA0,Acme Cooperative Bank,Corporation #9828,False
C_001210,CLIENT,809F5BDC0,First Bank of Chicago,Sole Proprietorship #13555,True
C_001211,CLIENT,809F77020,Canada Bank #57,Sole Proprietorship #12600,True
C_001212,CLIENT,809FA6F80,Savings Bank of Providence,Partnership #54066,False
C_001213,CLIENT,809FD84D0,National Bank of New Orleans,Sole Proprietorship #13630,False
C_001214,CLIENT,809FDAE30,First Bank of Butte,Sole Proprietorship #4425,False
C_001215,CLIENT,809FDC2F0,First Bank of Houston,Partnership #55168,False
C_001216,CLIENT,809FDFC70,Savings Bank of Plattsburg,Corporation #5255,False
C_001217,CLIENT,809FF8270,Sunrise Credit Union,Corporation #12777,False
C_001218,CLIENT,809FFB330,Hearthstone Savings Bank,Corporation #14201,False
C_001219,CLIENT,809FFB4C0,Savings Bank of New Orleans,Partnership #6984,False
C_001220,CLIENT,80A00A840,Hilltop Cooperative Bank,Corporation #765,False
C_001221,CLIENT,80A00DA60,Bank of Danbury,Sole Proprietorship #1542,False
C_001222,CLIENT,80A0111D0,Arbor Federal Bank,Corporation #2945,False
C_001223,CLIENT,80A011920,Brownstone Credit Union,Partnership #22579,False
C_001224,CLIENT,80A012230,Savings Bank of Pittsburgh,Partnership #3478,False
C_001225,CLIENT,80A03A470,National Bank of Helena,Sole Proprietorship #4859,True
C_001226,CLIENT,80A0486E0,Savings Bank of Butte,Partnership #14456,True
C_001227,CLIENT,80A04AE20,Future Bancorp,Sole Proprietorship #17791,False
C_001228,CLIENT,80A0780F0,Golden Credit Union,Sole Proprietorship #13702,True
C_001229,CLIENT,80A0F74D0,Acme Cooperative Bank,Partnership #14521,True
C_001230,CLIENT,80A114780,Australia Bank #0,Corporation #33736,True
C_001231,CLIENT,80A12EEA0,Australia Bank #3,Corporation #34165,True
C_001232,CLIENT,80A1865E0,Plateau Federal Bank,Partnership #13977,False
C_001233,CLIENT,80A197F80,UK Bank #29,Corporation #33736,False
C_001234,CLIENT,80A19C860,Australia Bank #0,Partnership #36506,False
C_001235,CLIENT,80A1C21D0,India Bank #0,Corporation #33736,False
C_001236,CLIENT,80A1D1480,Australia Bank #0,Partnership #36506,False
C_001237,CLIENT,80A1D17F0,Australia Bank #837,Corporation #43613,False
C_001238,CLIENT,80A1D6B40,Australia Bank #0,Partnership #36506,False
C_001239,CLIENT,80A1DBA60,UK Bank #29,Corporation #33736,False
C_001240,CLIENT,80A1DEEB0,Australia Bank #20,Corporation #33736,False
C_001241,CLIENT,80A1E7930,Australia Bank #47,Corporation #33736,False
C_001242,CLIENT,80A1FB9F0,India Bank #0,Corporation #33736,True
C_001243,CLIENT,80A254E10,Australia Bank #606,Corporation #34165,False
C_001244,CLIENT,80A27F2F0,Australia Bank #17,Sole Proprietorship #44822,False
C_001245,CLIENT,80A2A5D10,Australia Bank #22,Sole Proprietorship #35781,True
C_001246,CLIENT,80A2DE560,Japan Bank #0,Sole Proprietorship #51055,True
C_001247,CLIENT,80A32F2B0,Flagstone Community Bank,Sole Proprietorship #12012,True
C_001248,CLIENT,80A42A870,National Bank of the East,Partnership #44561,True
C_001249,CLIENT,80A43FE30,Mexico Bank #16,Partnership #36511,True
C_001250,CLIENT,80A480AC0,Greece Bank #570,Corporation #24771,True
C_001251,CLIENT,80A49BA50,Australia Bank #23,Partnership #36506,True
C_001252,CLIENT,80A5176A0,UK Bank #29,Partnership #45845,True
C_001253,CLIENT,80A5DCAE0,Australia Bank #45,Partnership #36230,True
C_001254,CLIENT,80A5F2BC0,UK Bank #29,Sole Proprietorship #35585,True
C_001255,CLIENT,80A5FA9F0,Australia Bank #95,Corporation #34164,False
C_001256,CLIENT,80A61E590,Australia Bank #34,Partnership #36506,False
C_001257,CLIENT,80A620720,Australia Bank #26,Corporation #33955,False
C_001258,CLIENT,80A668060,France Bank #63,Partnership #27420,False
C_001259,CLIENT,80A66B910,Belgium Bank #152,Corporation #38502,True
